chapter,code,title,classKind,parent_code,uri,definition
06,6A01.0,Trouble du développement des sons de la parole,category,6A01,http://id.who.int/icd/release/11/2024-01/mms/551966778,"Le trouble du développement des sons de la parole se caractérise par des difficultés dans l’acquisition, la production et la perception de la parole qui entraînent des erreurs de prononciation, soit dans le nombre ou les types d’erreurs de la parole commises soit dans la qualité globale de la production langagière, qui sont en-dehors des limites de la variation normale attendue pour l’âge et le niveau de fonctionnement intellectuel, réduisent l’intelligibilité et affectent considérablement la communication. Les erreurs de prononciation apparaissent durant la période de développement précoce et ne peuvent pas s’expliquer par des variations sociales, culturelles et environnementales (p. ex. dialectes régionaux). Les erreurs de la parole ne s’expliquent pas entièrement par une déficience auditive ni par une anomalie structurelle ou neurologique."
06,6A01.1,Trouble du développement de la fluidité de la parole,category,6A01,http://id.who.int/icd/release/11/2024-01/mms/654956298,"Trouble du développement de la fluidité de la parole caractérisé par une perturbation fréquente ou envahissante du flux et du rythme de la parole caractérisée par des répétitions et des prolongations des sons, des syllabes, des mots et des phrases, ainsi que par des blocages et des évitements ou substitutions de mots. Le trouble de la parole persiste dans le temps. Le trouble de la parole apparait pendant la période du développement et la fluidité de la parole est nettement inférieure au niveau attendu compte tenu de l'âge du sujet. Le trouble de la parole entraine une altération importante de la communication sociale, du fonctionnement personnel, familial, social, scolaire, professionnel ou d’autres aspects importants de fonctionnement. Le trouble de la parole n’est pas mieux expliqué par un Trouble du développement intellectuel, une Maladie du système nerveux, une déficience sensorielle, une anomalie structurelle ou un autre trouble de la parole ou de la voix."
06,6A01.2,Trouble du développement du langage,category,6A01,http://id.who.int/icd/release/11/2024-01/mms/862918022,"Le trouble du développement du langage se caractérise par des déficits persistants dans l’acquisition, la compréhension, la production ou l’utilisation du langage (parlé ou gestuel), qui surviennent pendant la période de développement, en général la petite enfance, et provoquent d’importantes limitations dans la capacité à communiquer de l’individu. La capacité de l’individu à comprendre, produire ou utiliser le langage est nettement en-dessous de ce qui serait attendu au vu de son âge. Les déficits de langage ne s’expliquent pas par un autre trouble neurodéveloppemental, une déficience sensorielle ou une affection neurologique, notamment par les effets d’une lésion ou d’une infection cérébrale."
06,6A01.20,Trouble développemental du langage avec altération du langage réceptif et du langage expressif,category,6A01.2,http://id.who.int/icd/release/11/2024-01/mms/822134099,"Le trouble développemental du langage avec troubles du langage essentiellement réceptifs se caractérise par des difficultés persistantes dans l'acquisition, la compréhension, la production, et l'utilisation du langage qui surviennent au cours de la période de développement, généralement pendant la petite enfance, et qui limitent fortement la capacité de communication du sujet. La capacité à comprendre un langage parlé ou gestuel (c’est-à-dire un langage réceptif) est nettement inférieure au niveau attendu pour l’âge et le niveau de fonctionnement intellectuel du sujet et est accompagné d’une incapacité persistante à produire et à utiliser le langage parlé ou gestuel (c’est-à-dire le langage expressif)."
06,6A01.21,Trouble développemental du langage avec troubles du langage essentiellement expressifs,category,6A01.2,http://id.who.int/icd/release/11/2024-01/mms/1169003948,"Le trouble développemental du langage avec troubles du langage essentiellement expressifs se caractérise par des difficultés persistantes dans l'acquisition, la production, et l'utilisation du langage qui surviennent au cours de la période de développement, généralement pendant la petite enfance, et qui limitent fortement la capacité de communication du sujet. La capacité à produire et à utiliser un langage parlé ou gestuel (c’est-à-dire un langage expressif) est nettement inférieure au niveau attendu compte tenu de l’âge et du niveau de fonctionnement intellectuel du sujet, mais la capacité à comprendre le langage parlé ou gestuel (c’est-à-dire le langage réceptif) reste relativement intacte."
06,6A01.22,Trouble développemental du langage avec troubles du langage essentiellement pragmatiques,category,6A01.2,http://id.who.int/icd/release/11/2024-01/mms/854708918,"Le trouble développemental du langage avec troubles du langage essentiellement pragmatiques se caractérise par des difficultés persistantes et marquées de compréhension et d’utilisation du langage dans des contextes sociaux, par exemple pour faire des inférences, comprendre l’humour verbal et résoudre une signification ambigüe. Ces difficultés surviennent durant la période de développement, en général durant la petite enfance, et provoquent des limitations importantes dans la capacité à communiquer de l’individu. Les capacités langagières pragmatiques sont nettement en-dessous du niveau attendu au vue de l’âge et du niveau de fonctionnement intellectuel de l’individu, mais les autres composantes du langage réceptif et expressif sont relativement intactes. Ce qualificatif ne doit pas être utilisé si le trouble langagier pragmatique s’explique mieux par un trouble du spectre autistique ou par des troubles dans d’autres composantes du langage réceptif ou expressif."
06,6A01.23,"Trouble du développement du langage, avec d'autres troubles du langage précisés",category,6A01.2,http://id.who.int/icd/release/11/2024-01/mms/1144287315,"Le trouble du développement du langage avec atteinte du langage classée ailleurs se caractérise par des difficultés persistantes dans l’acquisition, la compréhension, la production ou l’utilisation du langage (parlé ou gestuel), qui surviennent pendant la période de développement et provoquent d’importantes limitations dans la capacité à communiquer de l’individu. Le schéma des déficits spécifiques des capacités langagières n’est correctement capturé par aucune des autres catégories de trouble du développement du langage."
06,6A01.Y,Autres troubles précisés du développement de la parole ou du langage,category,6A01,http://id.who.int/icd/release/11/2024-01/mms/33269655/other,
06,6A01.Z,"Troubles du développement de la parole ou du langage, sans précision",category,6A01,http://id.who.int/icd/release/11/2024-01/mms/33269655/unspecified,
06,6A02,Troubles du spectre de l'autisme,category,,http://id.who.int/icd/release/11/2024-01/mms/437815624,"Les troubles du spectre de l'autisme se caractérisent par des déficits persistants dans la capacité à initier et à maintenir une interaction sociale réciproque et une communication sociale, et par un éventail de schémas restreints, répétitifs et inflexibles du comportement, des centres d’intérêt ou des activités qui sont clairement atypiques ou excessifs pour l’âge et le contexte socioculturel de l’individu. Ce trouble débute pendant la période du développement, en général à la petite enfance, mais les symptômes peuvent ne se manifester que plus tardivement, lorsque les exigences sociales dépassent les capacités limitées. Les déficits sont suffisamment sévères pour provoquer une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines importants du fonctionnement et sont généralement une caractéristique persistante du fonctionnement de l’individu observable dans tous les cadres, même si cela peut varier selon le contexte social, scolaire ou autre. Les personnes atteintes présentent un éventail complet de capacités en termes de fonctions intellectuelles et du langage."
06,6A02.0,Trouble du spectre de l’autisme sans trouble du développement intellectuel et avec une légère ou aucune altération du langage fonctionnel,category,6A02,http://id.who.int/icd/release/11/2024-01/mms/120443468,"Tous les critères de définition du trouble du spectre de l’autisme sont satisfaits, le fonctionnement intellectuel et le comportement adaptatif s’avèrent être au moins dans la plage moyenne (approximativement au-dessus du 2,3ème­ percentile) et la capacité de l’individu à utiliser le langage fonctionnel (parlé ou signé) à des fins instrumentales, comme pour exprimer ses besoins et désirs personnels, n’est que peu ou pas atteinte."
06,6A02.1,Trouble du spectre de l’autisme avec trouble du développement intellectuel et avec une légère ou aucune altération du langage fonctionnel,category,6A02,http://id.who.int/icd/release/11/2024-01/mms/767360910,"Tous les critères de définition à la fois d’un trouble du spectre de l’autisme et d’un trouble du développement intellectuel sont satisfaits et la capacité de l’individu à utiliser le langage fonctionnel (parlé ou gestuel) à des fins instrumentales, comme pour exprimer ses besoins et désirs personnels, n’est que peu ou pas affectée."
06,6A02.2,Trouble du spectre de l’autisme sans trouble du développement intellectuel et avec altération du langage fonctionnel,category,6A02,http://id.who.int/icd/release/11/2024-01/mms/1283290231,"Tous les critères de définition du trouble du spectre autistique sont réunis, le fonctionnement intellectuel et le comportement adaptatif s’avèrent être au moins dans la plage moyenne (approximativement au-dessus du percentile 2,3), et on observe une altération importante du langage fonctionnel (parlé ou gestuel) par rapport à l’âge du sujet, ce dernier présentant une incapacité à utiliser autre chose que des mots ou des phrases simples à des fins instrumentales, comme pour exprimer ses besoins et désirs personnels."
06,6A02.3,Trouble du spectre de l’autisme avec trouble du développement intellectuel et altération du langage fonctionnel,category,6A02,http://id.who.int/icd/release/11/2024-01/mms/1477082111,"Tous les critères de définition à la fois d’un trouble du spectre autistique et d’un trouble du développement intellectuel sont satisfaits et il y a une altération manifeste du langage fonctionnel (parlé ou gestuel) par rapport à l’âge de l’individu, ce dernier n’étant pas capable d’utiliser plus que des mots ou des phrases simples à des fins instrumentales, comme pour exprimer ses besoins et désirs personnels."
06,6A02.5,Trouble du spectre de l’autisme avec trouble du développement intellectuel et absence de langage fonctionnel,category,6A02,http://id.who.int/icd/release/11/2024-01/mms/1686726595,"Tous les critères de définition à la fois d’un trouble du spectre autistique et d’un trouble du développement intellectuel sont satisfaits et il y a une absence complète, ou quasi-complète, de capacité par rapport à l’âge de l’individu à utiliser le langage fonctionnel (parlé ou gestuel) à des fins instrumentales, comme pour exprimer ses besoins et désirs personnels."
06,6A02.Y,Autres troubles précisés du spectre de l'autisme,category,6A02,http://id.who.int/icd/release/11/2024-01/mms/437815624/other,
06,6A02.Z,"Troubles du spectre de l'autisme, sans précision",category,6A02,http://id.who.int/icd/release/11/2024-01/mms/437815624/unspecified,
06,6A03,Trouble développemental de l'apprentissage,category,,http://id.who.int/icd/release/11/2024-01/mms/2099676649,"Le trouble développemental de l'apprentissage se caractérise par des difficultés significatives et persistantes d’acquisition des compétences scolaires, qui peuvent inclure la lecture, l’écriture ou l’arithmétique. Les performances de l’individu dans la(les) compétence(s) scolaire(s) concernée(s) sont bien en-dessous de ce qui serait attendu pour l’âge chronologique et le niveau de fonctionnement intellectuel général et cela entraîne une déficience importante dans le fonctionnement scolaire ou professionnel de l’individu. Le trouble développemental de l’apprentissage se manifeste pour la première fois lors de l’enseignement des compétences scolaires au cours des premières années d’école. Le trouble développemental de l’apprentissage n’est pas dû à un trouble du développement intellectuel, à une déficience sensorielle (visuelle ou auditive), à un trouble neurologique ou moteur, à un manque d’accès à l’éducation, à un manque de maîtrise de la langue d'enseignement ou à une adversité psychosociale."
06,6A03.0,Trouble développemental de l’apprentissage avec troubles de la lecture,category,6A03,http://id.who.int/icd/release/11/2024-01/mms/1008636089,"Le trouble développemental de l’apprentissage avec troubles de la lecture se caractérise par des difficultés significatives et persistantes à acquérir des compétences scolaires relatives à la lecture, telles que l’exactitude de lecture de mots, la fluidité de lecture et la compréhension de lecture. Les performances de l’individu en lecture sont bien en-dessous de ce qui serait attendu pour l’âge chronologique et le niveau de fonctionnement intellectuel et cela entraîne une déficience importante dans le fonctionnement scolaire ou professionnel de l’individu. Le trouble développemental de l’apprentissage avec troubles de la lecture n’est pas dû à un trouble du développement intellectuel, à une déficience sensorielle (visuelle ou auditive), à un trouble neurologique, à un manque d’accès à l’éducation, à un manque de maîtrise de la langue enseignée ou à une adversité psychosociale."
06,6A03.1,Trouble développemental de l’apprentissage avec troubles de l’expression écrite,category,6A03,http://id.who.int/icd/release/11/2024-01/mms/1498766637,"Le trouble développemental de l’apprentissage avec troubles de l’expression écrite se caractérise par des difficultés significatives et persistantes d’apprentissage des compétences scolaires liées à l’écriture, comme l’exactitude de l’orthographe, de la grammaire et de la ponctuation, ainsi que l’organisation et la cohérence des idées à l’écrit. Les performances de l’individu dans l’expression écrite sont bien en-dessous de ce qui serait attendu pour l’âge chronologique et le niveau de fonctionnement intellectuel et cela entraîne une déficience importante dans le fonctionnement scolaire ou professionnel de l’individu. Le trouble développemental de l’apprentissage avec troubles de l’expression écrite n’est pas dû à un trouble du développement intellectuel, à une atteinte sensorielle (visuelle ou auditive), à un trouble neurologique ou moteur, à un manque d’accès à l’éducation, à un manque de maîtrise de la langue enseignée ou à une adversité psychosociale."
06,6A03.2,Trouble développemental de l’apprentissage avec difficultés en mathématiques,category,6A03,http://id.who.int/icd/release/11/2024-01/mms/771231188,"Le trouble développemental de l’apprentissage avec difficultés en mathématiques se caractérise par des difficultés significatives et persistantes d’acquisition des compétences scolaires relatives aux mathématiques ou à l’arithmétique, comme le sens des nombres, la mémorisation de faits concernant les nombres, l’exactitude des calculs, la fluidité des calculs et l’exactitude du raisonnement mathématique. Les performances de l’individu en mathématiques ou arithmétique sont bien en-dessous de ce qui serait attendu pour l’âge chronologique et le niveau de fonctionnement intellectuel et cela entraîne une déficience importante dans le fonctionnement scolaire ou professionnel de l’individu. Le trouble développemental de l’apprentissage avec difficultés en mathématiques n’est pas dû à un trouble du développement intellectuel, à une déficience sensorielle (visuelle ou auditive), à un trouble neurologique, à un manque d’accès à l’éducation, à un manque de maîtrise de la langue enseignée ou à une adversité psychosociale."
06,6A03.3,Trouble du développement avec autre altération précisée de l'apprentissage,category,6A03,http://id.who.int/icd/release/11/2024-01/mms/848893551,"Le trouble du développement avec autre altération précisée de l’apprentissage se caractérise par des difficultés significatives et persistantes à acquérir des compétences scolaires autres que la lecture, les mathématiques et l’expression écrite. Les performances de l’individu dans la compétence scolaire concernée sont bien en-dessous de ce qui serait attendu pour l’âge chronologique et le niveau de fonctionnement intellectuel et cela entraîne une déficience importante dans le fonctionnement scolaire ou professionnel de l’individu. Le trouble développemental de l’apprentissage avec autre altération précisée de l’apprentissage n’est pas dû à un trouble du développement intellectuel, à une déficience sensorielle (visuelle ou auditive), à un trouble neurologique, à un manque d’accès à l’éducation, à un manque de maîtrise de la langue enseignée ou à une adversité psychosociale."
06,6A03.Z,"Trouble développemental de l'apprentissage, sans précision",category,6A03,http://id.who.int/icd/release/11/2024-01/mms/2099676649/unspecified,
06,6A04,Trouble développemental de la coordination,category,,http://id.who.int/icd/release/11/2024-01/mms/148247104,"Le trouble développemental de la coordination se caractérise par un retard significatif dans l’acquisition des facultés de motricité fine et globale et par une déficience dans l’exécution des tâches motrices coordonnées qui se manifestent sous la forme d’une maladresse, d’une lenteur ou d’une imprécision des performances motrices. Les tâches motrices coordonnées sont bien en-dessous de ce qui est attendu au vu de l’âge chronologique et du niveau intellectuel de l’individu. Les difficultés dans les tâches motrices coordonnées débutent pendant la période de développement et sont généralement visibles dès la petite enfance. Les difficultés dans les tâches motrices coordonnées provoquent des limitations importantes et persistantes du fonctionnement (p. ex. dans les activités de la vie quotidienne, le travail scolaire ainsi que les activités professionnelles et de loisirs). Les difficultés dans les tâches motrices coordonnées ne sont pas uniquement attribuables à une maladie du système nerveux, à une maladie du système musculosquelettique ou du tissu conjonctif, à une déficience sensorielle et ne s’expliquent pas mieux par un trouble du développement intellectuel."
06,6A05,Trouble du déficit de l'attention avec ou sans hyperactivité,category,,http://id.who.int/icd/release/11/2024-01/mms/821852937,"Le rouble du déficit de l'attention avec ou sans hyperactivité se caractérise par un schéma persistant (au moins 6 mois) d’inattention et/ou d’hyperactivité-impulsivité qui a un impact négatif direct sur le fonctionnement scolaire, professionnel ou social. Il y a des preuves de symptômes d’inattention et/ou d’hyperactivité-impulsivité significatifs avant l’âge de 12 ans, entre le début et le milieu de l’enfance, bien que certains individus ne présentent des symptômes cliniques que plus tardivement. Le degré d’inattention et d’hyperactivité-impulsivité est en-dehors des limites de la variation normale attendue pour l’âge et le niveau de fonctionnement intellectuel. L’inattention désigne une difficulté importante à maintenir l’attention sur des tâches qui n’apportent pas un niveau élevé de stimulation ou des récompenses fréquentes, une distractibilité et des problèmes d’organisation. L’hyperactivité fait référence à une activité motrice excessive et des difficultés à demeurer immobile, surtout visibles dans des situations structurées exigeant une maîtrise du comportement. L’impulsivité est une tendance à agir en réponse à des stimuli immédiats, sans réflexion ni prise en compte des risques et des conséquences. L’équilibre relatif et les manifestations spécifiques des caractéristiques d’inattention et d’hyperactivité-impulsivité varient d’un individu à l’autre, et peuvent changer au cours du développement. Afin qu’un diagnostic puisse être posé, les manifestations d’inattention et/ou d’hyperactivité-impulsivité doivent être évidentes dans plusieurs situations ou cadres (p. ex. à la maison, à l’école, au travail, avec des amis ou des parents), mais sont susceptibles de varier selon la structure et les exigences de l’environnement. Les symptômes ne s’expliquent pas mieux par un autre trouble mental, comportemental ou neurodéveloppemental et ne sont pas dus à l’effet d’une substance ou d’un médicament."
06,6A05.0,"Trouble du déficit de l'attention avec hyperactivité, présentation à prédominance inattentive",category,6A05,http://id.who.int/icd/release/11/2024-01/mms/294762853,"Tous les critères de définitions du trouble d'hyperactivité/déficit attentionnel sont réunis et les symptômes d’inattention dominent dans la présentation clinique. L'inattention fait référence à une difficulté importante à maintenir l'attention sur des tâches qui n’apportent pas un niveau élevé de stimulation ou des récompenses fréquentes, une distractibilité et des problèmes d'organisation. Certains symptômes d'hyperactivité-impulsivité peuvent également être présents, mais ils ne sont pas significatifs sur le plan clinique par rapport aux symptômes d'inattention."
06,6A05.1,"Trouble du déficit de l'attention avec hyperactivité, présentation à prédominance hyperactive-impulsive",category,6A05,http://id.who.int/icd/release/11/2024-01/mms/209556851,"Tous les critères de définitions du trouble d'hyperactivité/déficit attentionnel sont réunis et les symptômes d’hyperactivité-impulsivité dominent dans la présentation clinique. L’hyperactivité fait référence à une activité motrice excessive et à des difficultés à demeurer immobile, qui se manifeste surtout dans des situations structurées exigeant un contrôle comportemental de soi. L'impulsivité est une tendance à agir en réponse à des stimuli immédiats, sans réflexion ni prise en compte des risques et des conséquences. Certains symptômes de l'inattention peuvent également être présents, mais ils ne sont pas significatifs sur le plan clinique par rapport aux symptômes d'hyperactivité-impulsivité."
06,6A05.2,"Trouble du déficit de l'attention avec hyperactivité, présentation combinée",category,6A05,http://id.who.int/icd/release/11/2024-01/mms/542202013,"Tous les critères de définition du trouble d'hyperactivité/déficit attentionnel sont réunis. Les symptômes de l'inattention et de l'hyperactivité-impulsivité sont tous deux significatifs sur le plan clinique, mais aucun ne domine dans la présentation clinique. L'inattention fait référence à une difficulté importante à maintenir l'attention sur des tâches qui n’apportent pas un niveau élevé de stimulation ou des récompenses fréquentes, une distractibilité et des problèmes d'organisation. L’hyperactivité fait référence à une activité motrice excessive et à des difficultés à demeurer immobile, qui se manifeste surtout dans des situations structurées exigeant un contrôle comportemental de soi. L'impulsivité est une tendance à agir en réponse à des stimuli immédiats, sans réflexion ni prise en compte des risques et des conséquences."
06,6A05.Y,"Troubles du déficit de l'attention avec ou sans hyperactivité, autre forme précisée",category,6A05,http://id.who.int/icd/release/11/2024-01/mms/821852937/other,
06,6A05.Z,"Trouble du déficit de l'attention avec ou sans hyperactivité, forme sans précision",category,6A05,http://id.who.int/icd/release/11/2024-01/mms/821852937/unspecified,
06,6A06,Trouble des mouvements stéréotypés,category,,http://id.who.int/icd/release/11/2024-01/mms/1111628448,"Le trouble des mouvements stéréotypés se caractérise par la présence persistante (p. ex. durant plusieurs mois) de mouvements volontaires, répétitifs, stéréotypés, apparemment inutiles (et souvent rythmés) qui surviennent pendant la période de développemental précoce et ne sont pas causés par les effets physiologiques directs d’une substance ou d’un médicament (y compris le sevrage) et interfèrent de façon manifeste avec les activités normales ou entraînent des préjudices corporels auto-infligés. Les mouvements stéréotypés non préjudiciables peuvent inclure le balancement du corps, le balancement de la tête, le battement des doigts et le battement des mains. Les mouvements stéréotypés avec préjudice auto-infligé peuvent inclure le fait de se frapper la tête, de se gifler le visage, de se mettre quelque chose dans l’œil et de se mordre les mains, les lèvres ou d’autres parties du corps de façon répétitive."
06,6A06.0,Trouble du mouvement stéréotypé sans préjudice auto-infligé,category,6A06,http://id.who.int/icd/release/11/2024-01/mms/399378708,"Cette catégorie doit être appliquée aux formes du trouble stéréotypé de la motricité au cours desquels les comportements stéréotypés interfèrent de façon persistante avec les activités normales, mais n'entrainent pas de lésions corporelles infligées à soi. Le trouble stéréotypé de la motricité sans préjudice infligé à soi-même se caractérise par des mouvements volontaires, répétitifs, stéréotypés, apparemment inutiles (et souvent rythmés) qui surviennent pendant la période de développemental précoce et ne sont pas causés par les effets physiologiques directs d’une substance ou d’un médicament (y compris le sevrage) et interfère de façon persistante avec les activités normales. Les mouvements stéréotypés non préjudiciables peuvent inclure le balancement du corps, le balancement de la tête, le battement des doigts et le battement des mains."
06,6A06.1,Trouble du mouvement stéréotypé avec préjudice auto-infligé,category,6A06,http://id.who.int/icd/release/11/2024-01/mms/140042400,"Cette catégorie doit être appliquée aux formes du trouble des mouvements stéréotypés dans lesquelles les comportements stéréotypés entraînent un préjudice corporel auto-infligé qui est suffisamment important pour nécessiter un traitement médical, ou entraînerait un tel préjudice si des mesures de protection (p. ex. casque pour prévenir les blessures à la tête) n’étaient pas employées. Le trouble du mouvement stéréotypé avec préjudice auto-infligé se caractérise par des mouvements volontaires, répétitifs, stéréotypés, apparemment inutiles (et souvent rythmés) qui surviennent pendant la période de développemental précoce et ne sont pas causés par les effets physiologiques directs d’une substance ou d’un médicament (y compris le sevrage). Les mouvements stéréotypés avec préjudice auto-infligé peuvent inclure le fait de se frapper la tête, de se gifler le visage, de se mettre quelque chose dans l’œil et de se mordre les mains, les lèvres ou d’autres parties du corps."
06,6A06.Z,"Trouble des mouvements stéréotypés, sans précision",category,6A06,http://id.who.int/icd/release/11/2024-01/mms/1111628448/unspecified,
06,6A0Y,Autres troubles neurodéveloppementaux précisés,category,,http://id.who.int/icd/release/11/2024-01/mms/1516623224/other,
06,6A0Z,"Troubles neurodéveloppementaux, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/1516623224/unspecified,
